0 0.9685697 0 -0.2487423 -0 6.082618 0
0.01 0.9666604 0.0607862 -0.2487423 -0.3817374 6.070627 0
0.02 0.96094 0.1213327 -0.2487423 -0.7619697 6.034703 0
0.03 0.951431 0.181401 -0.2487423 -1.139198 5.974987 0
0.04 0.938171 0.2407539 -0.2487423 -1.511935 5.891714 0
0.05 0.9212122 0.2991578 -0.2487423 -1.878711 5.785213 0
0.05999999 0.9006215 0.3563822 -0.2487423 -2.23808 5.655903 0
0.06999999 0.87648 0.4122015 -0.2487423 -2.588625 5.504295 0
0.07999999 0.848883 0.4663957 -0.2487423 -2.928965 5.330985 0
0.08999999 0.8179392 0.5187511 -0.2487423 -3.257757 5.136658 0
0.09999999 0.7837707 0.5690613 -0.2487423 -3.573705 4.92208 0
0.11 0.7465121 0.617128 -0.2487423 -3.875564 4.688096 0
0.12 0.7063103 0.6627616 -0.2487423 -4.162143 4.435629 0
0.13 0.6633239 0.7057823 -0.2487423 -4.432313 4.165675 0
0.14 0.6177224 0.7460203 -0.2487423 -4.685008 3.879297 0
0.15 0.5696853 0.7833172 -0.2487423 -4.919232 3.577624 0
0.16 0.5194024 0.8175258 -0.2487423 -5.134062 3.261847 0
0.17 0.4670715 0.8485113 -0.2487423 -5.328651 2.933209 0
0.18 0.4128993 0.8761515 -0.2487423 -5.502232 2.593008 0
0.19 0.3570991 0.9003374 -0.2487423 -5.654119 2.242583 0
0.2 0.2998911 0.9209737 -0.2487423 -5.783715 1.883316 0
0.21 0.2415008 0.937979 -0.2487423 -5.890508 1.516625 0
0.22 0.1821583 0.9512863 -0.2487423 -5.974078 1.143954 0
0.23 0.1220976 0.9608431 -0.2487423 -6.034094 0.7667732 0
0.24 0.06155573 0.9666117 -0.2487423 -6.070322 0.38657 0
0.25 0.0007710162 0.9685694 -0.2487423 -6.082616 0.004841982 0
0.26 -0.06001662 0.9667084 -0.2487423 -6.070929 -0.3769044 0
0.27 -0.1205676 0.9610363 -0.2487423 -6.035308 -0.7571648 0
0.28 -0.1806433 0.9515751 -0.2487423 -5.975892 -1.13444 0
0.29 -0.2400068 0.9383624 -0.2487423 -5.892916 -1.507243 0
0.3 -0.298424 0.9214501 -0.2487423 -5.786707 -1.874103 0
0.31 -0.3556648 0.900905 -0.2487423 -5.657684 -2.233575 0
0.32 -0.4115033 0.876808 -0.2487423 -5.506354 -2.584241 0
0.33 -0.4657195 0.8492541 -0.2487423 -5.333316 -2.924718 0
0.3399999 -0.5180994 0.8183521 -0.2487423 -5.139251 -3.253664 0
0.3499999 -0.5684368 0.7842237 -0.2487423 -4.924925 -3.569783 0
0.3599999 -0.6165331 0.7470035 -0.2487423 -4.691182 -3.871828 0
0.3699999 -0.6621987 0.7068381 -0.2487423 -4.438943 -4.158608 0
0.3799999 -0.7052535 0.6638861 -0.2487423 -4.169205 -4.428992 0
0.3899999 -0.7455279 0.6183166 -0.2487423 -3.883028 -4.681915 0
0.3999999 -0.782863 0.5703094 -0.2487423 -3.581543 -4.916379 0
0.4099999 -0.8171116 0.5200537 -0.2487423 -3.265938 -5.131461 0
0.4199999 -0.8481387 0.4677477 -0.2487423 -2.937456 -5.326311 0
0.4299999 -0.875822 0.4135976 -0.2487423 -2.597393 -5.500162 0
0.4399998 -0.9000524 0.3578169 -0.2487423 -2.24709 -5.652329 0
0.4499998 -0.9207343 0.3006255 -0.2487423 -1.887928 -5.782211 0
0.4599998 -0.9377861 0.2422488 -0.2487423 -1.521323 -5.889297 0
0.4699998 -0.9511407 0.1829171 -0.2487423 -1.148719 -5.973164 0
0.4799998 -0.9607454 0.1228642 -0.2487423 -0.7715871 -6.033481 0
0.4899998 -0.9665623 0.0623269 -0.2487423 -0.3914129 -6.070011 0
0.4999998 -0.9685685 0.001543648 -0.2487423 -0.009694112 -6.08261 0
0.5099998 -0.966756 -0.05924545 -0.2487423 0.3720615 -6.071228 0
0.5199998 -0.9611321 -0.119801 -0.2487423 0.7523502 -6.03591 0
0.5299998 -0.9517189 -0.1798842 -0.2487423 1.129673 -5.976795 0
0.5399998 -0.9385536 -0.2392582 -0.2487423 1.502541 -5.894116 0
0.5499998 -0.9216878 -0.2976891 -0.2487423 1.869488 -5.788199 0
0.5599998 -0.9011884 -0.3549462 -0.2487423 2.229062 -5.659463 0
0.5699998 -0.8771359 -0.4108039 -0.2487423 2.579848 -5.508414 0
0.5799997 -0.8496253 -0.465042 -0.2487423 2.920464 -5.335647 0
0.5899997 -0.8187651 -0.5174465 -0.2487423 3.249564 -5.141845 0
0.5999997 -0.7846768 -0.5678112 -0.2487423 3.565854 -4.927771 0
0.6099997 -0.7474949 -0.6159371 -0.2487423 3.868085 -4.694268 0
0.6199997 -0.7073661 -0.6616347 -0.2487423 4.155066 -4.442259 0
0.6299997 -0.6644484 -0.7047238 -0.2487423 4.425665 -4.172736 0
0.6399997 -0.6189112 -0.7450343 -0.2487423 4.678816 -3.886762 0
0.6499997 -0.5709335 -0.782408 -0.2487423 4.913522 -3.585462 0
0.6599997 -0.520705 -0.8166966 -0.2487423 5.128855 -3.270028 0
0.6699997 -0.4684238 -0.8477655 -0.2487423 5.323967 -2.941702 0
0.6799996 -0.4142958 -0.875492 -0.2487423 5.49809 -2.601778 0
0.6899996 -0.3585345 -0.8997668 -0.2487423 5.650536 -2.251596 0
0.6999996 -0.3013595 -0.9204943 -0.2487423 5.780704 -1.892538 0
0.7099996 -0.2429965 -0.9375927 -0.2487423 5.888082 -1.526018 0
0.7199996 -0.1836754 -0.9509945 -0.2487423 5.972246 -1.153482 0
