00.100000000000000011 0.045000000000000005
2 0.021487500000000003
3 0.010512893671875002
4 0.005201186369259426
5 0.0025870670148058278
6 0.0012901870495333656
7 0.00064426123345529105
8 0.00032192308045917887
9 0.00016090972299472327
10 8.0441915527884513e-05
11 4.0217722313055361e-05
12 2.0108052423933654e-05
13 1.0053824045080685e-05
14 5.0268614828513782e-06
15 2.5134181067575051e-06
16 1.2567058947434628e-06
17 6.2835215771687847e-07
18 3.1417588144522218e-07
19 1.5708789136936885e-07
20 7.8543933346381617e-08
21 3.9271963588616073e-08
22 1.9635981023164474e-08
23 9.8179903187963617e-09
24 4.9089951112017142e-09
25 2.4544975435517406e-09
26 1.2272487687635912e-09
27 6.1362438362872582e-10
28 3.0681219162609546e-10
29 1.5340609576598087e-10
30 7.6703047871223727e-11
31 3.8351523932670183e-11
32 1.9175761965599673e-11
33 9.587880982615981e-12
34 4.7939404912620271e-12
35 2.3969702456195227e-12
36 1.1984851228068886e-12
37 5.9924256140272608e-13
38 2.9962128070118351e-13
39 1.4981064035054687e-13
40 7.4905320175262215e-14
41 3.7452660087628299e-14
42 1.8726330043813449e-14
43 9.3631650219065494e-15
44 4.6815825109532313e-15
45 2.3407912554766046e-15
46 1.1703956277382995e-15
47 5.8519781386914908e-16
48 2.9259890693457439e-16
49 1.4629945346728715e-16
50 7.3149726733643561e-17
51 3.6574863366821774e-17
52 1.8287431683410887e-17
53 9.1437158417054436e-18
54 4.5718579208527218e-18
55 2.2859289604263609e-18
56 1.1429644802131804e-18
57 5.7148224010659022e-19
58 2.8574112005329511e-19
59 1.4287056002664756e-19
60 7.1435280013323778e-20
61 3.5717640006661889e-20
62 1.7858820003330945e-20
63 8.9294100016654723e-21
64 4.4647050008327361e-21
65 2.2323525004163681e-21
66 1.116176250208184e-21
67 5.5808812510409202e-22
68 2.7904406255204601e-22
69 1.39522031276023e-22
70 6.9761015638011502e-23
71 3.4880507819005751e-23
72 1.7440253909502876e-23
73 8.7201269547514378e-24
74 4.3600634773757189e-24
75 2.1800317386878594e-24
76 1.0900158693439297e-24
77 5.4500793467196486e-25
78 2.7250396733598243e-25
79 1.3625198366799121e-25
80 6.8125991833995607e-26
81 3.4062995916997804e-26
82 1.7031497958498902e-26
83 8.5157489792494509e-27
84 4.2578744896247255e-27
85 2.1289372448123627e-27
86 1.0644686224061814e-27
87 5.3223431120309068e-28
88 2.6611715560154534e-28
89 1.3305857780077267e-28
90 6.6529288900386335e-29
91 3.3264644450193168e-29
92 1.6632322225096584e-29
93 8.3161611125482919e-30
94 4.158080556274146e-30
95 2.079040278137073e-30
96 1.0395201390685365e-30
97 5.1976006953426825e-31
98 2.5988003476713412e-31
99 1.2994001738356706e-31
100 6.4970008691783531e-32
